marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months,Risk_Cluster
single,106,0,86048,salary,36249,0.45,131243,0,2,2,0,8,0,1,2188,5,utilities,0,0,0,private,retail,specialist,11,0,0,1,1470343,1,2,0,repair,861826,534148,30.4,30877,0.359,none,1,0,1,0,mass,229,2.0
married,78,1,83495,business,44445,0.66,199307,1,1,0,7,17,0,0,6079,8,goods,0,0,1,private,retail,specialist,14,0,0,1,239019,1,1,0,repair,58204,49932,31.8,9550,0.114,car,0,1,0,0,premium,27,0.0
married,101,1,20000,salary,16375,0.62,45074,1,2,1,0,4,0,0,5925,21,utilities,1,0,0,government,education,manager,10,0,0,0,0,1,0,0,car,108364,105587,23.3,10206,0.51,guarantor,1,0,1,0,mass,8,0.0
married,71,1,33205,self_employed,14647,0.43,54145,0,0,3,38,10,1,0,3369,11,travel,1,0,0,private,retail,manager,11,1,225068,0,0,1,1,0,refinancing,197238,125776,20.0,32057,0.965,real_estate,0,1,0,0,mass_premium,97,0.0
widowed,43,0,62225,business,35608,0.49,107489,0,3,2,10,3,1,0,3491,3,goods,1,0,1,private,construction,top_manager,12,0,0,1,257622,0,1,1,refinancing,111993,90316,15.1,30862,0.496,car,0,1,0,0,mass_premium,30,0.0
married,50,1,74475,salary,30088,0.7,111317,0,0,6,44,2,1,0,4954,16,travel,0,0,0,self_employed,IT,specialist,16,1,0,1,729362,1,0,0,emergency,149264,148343,22.9,29084,0.391,car,1,1,0,1,private,89,0.0
married,67,0,65644,salary,46943,0.41,157945,1,2,3,1,5,0,0,7143,2,goods,0,0,1,private,construction,specialist,14,0,0,1,2118425,1,1,1,car,222523,167480,14.7,11755,0.179,guarantor,1,0,0,0,mass,134,0.0
single,49,0,79529,salary,69299,0.62,197324,1,1,1,6,14,1,0,4428,12,goods,1,1,1,private,education,specialist,3,0,0,1,1277862,1,1,0,repair,563400,396447,27.3,14937,0.188,none,0,1,0,0,mass,152,1.0
single,37,2,20000,salary,11843,0.4,25831,1,2,2,9,8,1,0,2705,4,goods,1,0,1,private,manufacturing,specialist,17,1,340417,0,0,0,1,1,repair,95994,81018,19.6,20041,1.002,none,0,1,0,0,mass,214,0.0
married,95,1,87698,salary,60376,0.13,211749,0,0,1,69,18,1,0,5471,12,goods,0,0,1,government,IT,manager,13,0,0,1,1314900,0,0,1,car,63235,57470,30.6,18155,0.207,none,0,1,0,0,mass,194,0.0
married,51,0,72174,salary,45191,0.66,174352,1,0,2,2,3,0,0,4117,11,restaurants,0,0,0,private,construction,manager,7,0,0,0,0,1,0,1,refinancing,145158,106335,18.2,16434,0.228,real_estate,1,1,0,0,mass_premium,165,0.0
married,68,0,63439,business,56249,0.17,101810,1,3,0,20,17,1,0,4079,8,travel,1,0,1,private,retail,specialist,13,0,0,1,545923,1,0,1,car,654017,481865,19.6,14286,0.225,car,0,0,1,0,private,184,1.0
widowed,72,1,102455,salary,78685,0.52,154228,1,1,3,44,27,0,0,2517,8,restaurants,1,0,0,government,retail,manager,17,0,0,1,560792,1,2,1,repair,333447,211394,12.1,14136,0.138,none,0,1,1,0,mass_premium,119,0.0
married,50,1,33406,salary,14101,0.24,76092,1,2,2,11,4,1,0,3585,9,restaurants,1,0,0,individual_entrepreneur,manufacturing,manager,17,0,0,0,0,1,3,0,repair,180269,141201,15.6,17741,0.531,car,0,0,0,0,mass,100,0.0
married,101,2,61708,pension,28037,0.64,148296,0,0,3,43,26,0,0,1143,5,goods,0,0,1,private,finance,specialist,18,0,0,1,710534,0,1,0,refinancing,120608,117481,29.3,15771,0.256,none,0,1,1,0,premium,124,0.0
married,37,1,79954,self_employed,50790,0.22,118655,0,2,0,3,21,0,0,1345,6,travel,0,1,0,individual_entrepreneur,education,manager,1,0,0,0,0,1,0,1,repair,155314,145774,28.2,3000,0.038,none,0,0,0,0,mass,169,0.0
married,71,0,40144,salary,28738,0.18,65705,1,1,1,5,0,0,0,5054,7,goods,0,0,0,private,manufacturing,specialist,13,0,0,1,847696,1,1,1,refinancing,829856,532232,21.0,32651,0.813,none,0,1,1,0,mass,109,1.0
single,71,0,20000,self_employed,10903,0.36,27363,1,0,1,0,11,1,0,5082,10,restaurants,1,1,0,private,retail,manager,10,0,0,1,200000,1,3,0,repair,532604,518066,21.3,13980,0.699,car,0,1,0,0,private,2,1.0
married,63,1,29643,salary,21856,0.4,34243,0,0,2,14,16,0,0,5246,1,utilities,1,0,1,individual_entrepreneur,medicine,specialist,18,0,0,1,1439763,1,1,0,education,549291,504966,22.8,3420,0.115,car,1,1,0,0,mass_premium,135,1.0
married,32,0,67734,self_employed,46618,0.59,168899,1,2,1,12,4,1,0,493,5,restaurants,1,0,1,government,medicine,specialist,8,0,0,1,200000,0,0,0,repair,172141,124876,31.0,17457,0.258,none,1,0,0,0,mass,232,0.0
married,86,1,61284,salary,37845,0.56,68700,1,0,1,15,4,0,0,3666,18,goods,1,0,0,self_employed,manufacturing,specialist,0,0,0,0,0,1,1,0,emergency,239916,174244,17.8,14298,0.233,none,1,0,0,0,mass_premium,70,0.0
married,83,0,69360,salary,47938,0.3,151489,1,1,0,31,20,0,0,4583,11,restaurants,0,0,1,private,medicine,top_manager,2,0,0,0,0,0,2,0,car,100465,71279,27.3,7228,0.104,none,0,0,1,0,premium,24,0.0
married,48,1,46925,salary,40272,0.33,71091,1,0,2,12,5,0,0,1267,9,restaurants,1,1,1,private,manufacturing,specialist,0,0,0,1,200000,1,3,0,education,379661,248438,23.8,7705,0.164,none,1,1,0,0,mass_premium,83,0.0
single,82,0,24070,salary,12554,0.45,22679,1,1,1,2,11,0,0,9624,5,restaurants,1,1,1,private,medicine,specialist,9,0,0,1,1274785,1,1,0,refinancing,340338,223488,19.4,20532,0.853,car,1,1,1,0,mass,41,0.0
single,74,1,74795,salary,59507,0.43,101151,1,2,2,0,6,0,0,1779,9,utilities,1,0,1,individual_entrepreneur,medicine,specialist,15,0,0,0,0,1,1,0,refinancing,183999,155015,13.8,4058,0.054,car,0,0,1,0,mass,146,0.0
divorced,32,0,64171,salary,26052,0.62,60405,1,1,1,0,3,0,0,1889,3,restaurants,1,0,0,private,medicine,specialist,0,0,0,1,258335,1,0,0,car,160715,100506,14.8,10976,0.171,real_estate,0,1,0,0,mass_premium,11,0.0
divorced,43,0,92324,salary,40844,0.38,227976,0,0,3,14,17,0,0,4771,18,utilities,1,0,1,private,medicine,specialist,12,0,0,1,1206373,1,0,0,education,564056,429658,27.7,11849,0.128,real_estate,0,0,0,0,mass_premium,174,1.0
single,93,1,43831,business,38345,0.64,54825,1,1,0,18,6,2,0,1918,5,travel,1,0,0,government,medicine,manager,10,0,0,1,771040,0,0,0,repair,440394,289090,26.7,12142,0.277,none,0,1,0,0,private,192,1.0
married,72,0,20000,self_employed,14977,0.22,41365,0,0,0,5,3,0,0,3731,4,restaurants,0,0,1,private,IT,manager,0,0,0,1,619959,1,1,1,refinancing,797543,761102,16.1,7761,0.388,car,1,0,0,0,mass_premium,37,1.0
single,50,0,20000,salary,14333,0.62,30471,1,1,1,22,34,0,0,3344,5,restaurants,1,0,1,self_employed,manufacturing,manager,24,0,0,0,0,1,2,0,repair,494168,355614,17.4,3640,0.182,real_estate,0,1,0,0,mass,89,1.0
single,43,0,55948,pension,31724,0.28,109379,1,2,0,5,1,1,0,3134,7,travel,1,0,0,private,medicine,top_manager,2,0,0,0,0,1,0,0,education,362844,350054,28.7,39187,0.7,guarantor,1,1,0,0,mass_premium,73,1.0
single,52,1,74476,pension,36654,0.57,91875,1,2,3,15,1,2,0,1012,9,utilities,1,0,1,individual_entrepreneur,IT,specialist,14,1,121929,1,2170771,1,1,0,repair,115727,81135,15.6,13375,0.18,car,0,0,0,1,private,17,0.0
married,53,1,61869,salary,36500,0.44,59396,1,0,4,35,23,0,0,6741,3,goods,1,0,0,private,IT,specialist,4,0,0,1,1693026,1,0,1,emergency,414940,288969,23.2,38935,0.629,none,0,1,1,0,mass,143,1.0
married,43,0,50219,salary,35112,0.63,109202,1,2,0,3,23,1,0,10675,6,travel,1,0,1,self_employed,education,specialist,0,1,2759,1,658184,1,0,1,emergency,74049,65700,28.8,4705,0.094,car,1,0,0,0,mass,54,0.0
single,21,0,20000,business,14343,0.24,40368,1,1,1,27,14,0,0,2052,12,travel,1,0,0,private,education,specialist,8,0,0,1,1695165,1,0,0,car,610381,439257,28.7,22436,1.122,real_estate,0,1,0,0,mass_premium,149,1.0
single,93,0,20000,salary,9695,0.52,19719,0,1,1,0,1,1,0,2594,5,travel,1,0,1,government,medicine,manager,24,1,464412,0,0,1,0,0,repair,527758,386701,22.4,9431,0.472,none,0,1,1,0,mass_premium,178,1.0
widowed,89,0,82854,salary,51597,0.61,169238,0,1,5,22,13,0,0,6342,7,restaurants,0,1,1,individual_entrepreneur,IT,manager,0,0,0,0,0,1,1,0,repair,261743,182504,25.7,15797,0.191,car,0,0,0,0,mass,43,0.0
married,33,1,62033,salary,42392,0.57,112651,1,2,0,4,1,1,0,2141,2,goods,0,0,1,private,medicine,specialist,17,0,0,1,293493,1,2,0,repair,369614,281621,13.1,14842,0.239,none,0,0,1,0,mass,62,0.0
married,68,0,57276,salary,50401,0.44,62518,1,0,3,0,0,0,0,4115,5,goods,0,0,0,self_employed,education,manager,15,0,0,1,1575804,1,1,0,car,94962,60671,23.0,8148,0.142,none,0,1,1,0,private,175,0.0
married,42,2,20000,pension,13494,0.51,44070,1,0,3,0,3,1,0,2197,12,restaurants,1,0,1,government,IT,specialist,12,0,0,0,0,0,0,0,car,329878,205376,16.4,13075,0.654,car,0,1,0,0,mass,80,0.0
single,58,0,36181,self_employed,24975,0.22,71932,1,4,0,8,12,1,0,942,9,travel,1,1,1,government,finance,specialist,16,0,0,1,1071391,0,1,1,education,216304,198762,16.2,17826,0.493,none,1,1,0,0,mass_premium,195,0.0
married,56,1,71578,salary,56016,0.23,118933,0,1,4,1,3,0,0,2186,8,travel,1,0,0,private,manufacturing,specialist,19,0,0,0,0,0,0,0,car,495069,445826,23.5,11787,0.165,car,0,1,0,0,mass_premium,115,1.0
married,54,2,79961,self_employed,48732,0.26,88251,1,2,1,10,12,0,0,8722,8,goods,1,1,1,private,retail,specialist,19,0,0,0,0,0,0,0,car,359724,267759,18.2,8695,0.109,none,0,1,1,0,premium,202,0.0
widowed,115,1,64251,salary,38032,0.6,110401,1,3,0,25,27,1,0,3808,3,travel,1,0,0,private,finance,manager,2,0,0,1,1897694,1,2,0,education,351222,323579,28.7,4474,0.07,none,0,0,0,0,mass_premium,16,0.0
married,53,0,118273,salary,82253,0.2,127333,0,2,1,14,8,0,0,9569,7,goods,0,1,1,private,retail,specialist,7,0,0,0,0,1,1,0,car,304459,283073,16.0,25036,0.212,guarantor,0,1,1,0,mass_premium,159,0.0
single,44,0,49857,salary,39469,0.28,55476,1,2,3,22,0,2,0,150,10,goods,1,0,0,private,education,manager,10,1,115709,1,1124612,1,1,1,refinancing,489676,479692,14.1,20609,0.413,real_estate,0,0,0,0,mass,169,1.0
married,45,0,115040,salary,82689,0.65,139231,1,1,1,11,0,0,0,8138,12,travel,1,0,0,self_employed,medicine,specialist,18,0,0,1,1991800,1,1,0,refinancing,175765,135841,22.0,3000,0.026,real_estate,0,1,1,0,mass,63,0.0
single,91,1,77590,salary,38256,0.55,148404,0,1,0,16,1,0,0,4330,3,utilities,1,0,0,individual_entrepreneur,IT,top_manager,16,0,0,0,0,1,2,0,car,301155,241370,27.7,5995,0.077,none,1,1,1,0,mass,171,0.0
single,23,1,73784,self_employed,44185,0.54,144278,0,4,2,14,11,0,0,3390,4,travel,0,1,0,private,construction,specialist,10,0,0,1,200000,1,0,0,car,271772,170338,19.9,17504,0.237,none,1,0,0,0,mass,228,0.0
divorced,45,0,102638,salary,67361,0.37,94806,0,0,1,2,3,0,0,7540,8,restaurants,0,0,1,government,IT,specialist,6,0,0,1,1071465,0,0,0,car,82539,78234,17.2,13440,0.131,car,0,1,0,0,mass,130,0.0
divorced,101,0,48155,business,31872,0.52,91808,1,0,1,7,4,1,0,3492,3,utilities,1,0,0,self_employed,manufacturing,specialist,25,0,0,0,0,1,0,0,repair,324012,292977,21.2,18520,0.385,car,0,1,1,1,mass_premium,90,0.0
married,71,0,58477,salary,33320,0.44,50220,1,4,3,17,4,1,0,6714,10,restaurants,1,1,0,government,education,specialist,8,1,0,0,0,0,2,1,repair,496988,445966,13.6,8660,0.148,real_estate,0,0,1,0,mass,239,1.0
married,69,0,27176,salary,17968,0.14,63550,1,2,4,18,4,0,1,5061,7,goods,1,0,1,private,retail,specialist,20,0,0,0,0,0,1,0,car,481779,467918,26.3,10112,0.372,none,0,0,0,0,mass,125,2.0
married,118,1,102732,business,75660,0.45,218175,1,4,1,3,9,0,0,1534,5,goods,1,0,1,government,manufacturing,specialist,19,0,0,1,1016883,1,0,0,education,151149,124185,12.6,19002,0.185,none,0,0,1,0,private,168,0.0
single,71,1,81742,salary,51823,0.37,166056,1,4,3,12,8,0,0,2206,11,restaurants,1,0,1,self_employed,construction,specialist,10,1,228985,1,2226801,1,1,1,repair,143940,129579,16.4,24805,0.303,real_estate,0,1,0,1,mass_premium,158,0.0
divorced,47,1,108422,salary,67836,0.17,130827,0,2,3,1,20,0,0,4200,9,goods,0,0,0,individual_entrepreneur,construction,top_manager,16,1,176250,1,390342,0,0,0,car,295856,261445,30.8,5720,0.053,none,1,1,1,0,mass_premium,174,0.0
married,57,0,77170,salary,61797,0.31,191292,1,0,2,21,43,0,0,8240,9,goods,1,0,0,private,construction,specialist,9,0,0,1,1292635,1,1,0,refinancing,48510,31702,25.7,25077,0.325,none,0,1,0,0,private,19,0.0
single,36,1,108606,salary,84540,0.64,257541,1,1,0,19,18,0,0,842,16,restaurants,0,0,1,private,medicine,specialist,6,0,0,1,1522032,1,0,1,repair,306286,284046,26.8,6762,0.062,none,0,0,0,0,mass_premium,11,0.0
married,96,2,43844,salary,26797,0.58,71591,1,2,1,22,14,1,0,3082,3,goods,1,0,0,self_employed,IT,specialist,6,0,0,0,0,1,1,0,car,201461,164266,24.0,22467,0.512,none,1,1,1,0,mass,116,0.0
single,79,2,104553,self_employed,93889,0.65,89807,1,1,1,2,4,1,0,2612,13,restaurants,1,0,0,private,construction,specialist,18,0,0,1,872025,1,0,0,car,339794,333780,28.3,17581,0.168,none,1,1,0,0,mass_premium,150,0.0
widowed,93,0,56076,salary,24294,0.53,93611,0,3,2,5,24,1,0,4036,16,travel,1,0,0,private,manufacturing,specialist,8,0,0,1,561938,1,0,0,car,67350,43700,29.3,17009,0.303,guarantor,1,1,1,0,private,20,0.0
married,95,1,70088,salary,39459,0.48,74416,1,4,0,5,4,2,0,2955,10,utilities,1,0,0,private,retail,top_manager,0,0,0,1,1408012,1,1,1,repair,231286,218027,23.9,3000,0.043,none,0,0,0,0,mass_premium,16,0.0
married,54,1,95492,self_employed,39955,0.18,172609,0,2,0,2,0,0,0,5485,7,utilities,1,0,1,private,medicine,specialist,8,0,0,0,0,1,0,0,emergency,387016,322955,20.3,47973,0.502,car,0,1,0,1,private,140,1.0
married,41,1,151474,pension,124168,0.16,375230,1,1,0,0,7,2,0,3669,14,travel,1,0,1,private,finance,specialist,8,0,0,1,1426777,1,2,0,car,93532,57220,28.7,18042,0.119,car,1,0,0,0,premium,95,0.0
single,63,1,98701,salary,76771,0.25,205966,1,1,1,17,3,0,0,3743,13,restaurants,1,0,0,private,medicine,specialist,11,0,0,1,2015192,0,0,0,refinancing,304766,188741,26.6,17484,0.177,none,0,1,1,0,mass,170,0.0
married,43,0,102002,self_employed,75668,0.29,137482,0,1,4,13,6,2,0,5148,5,travel,0,0,1,private,education,specialist,4,0,0,0,0,1,1,0,car,482955,467881,18.6,18717,0.183,car,1,1,0,1,mass_premium,221,1.0
married,69,1,50911,pension,25823,0.46,74842,1,0,3,7,11,0,0,5788,6,restaurants,0,1,1,private,manufacturing,specialist,11,0,0,1,1755713,1,2,0,education,260518,182111,26.4,9254,0.182,car,1,0,0,0,mass,171,0.0
married,93,1,75494,salary,56911,0.63,181621,1,0,1,6,19,0,0,5165,6,restaurants,1,0,1,private,medicine,specialist,14,1,70735,1,2210593,0,0,0,car,227739,190637,23.3,16436,0.218,none,0,1,0,0,mass,58,0.0
married,60,0,66644,salary,38497,0.63,65796,1,0,0,5,2,1,0,1312,6,utilities,1,0,1,private,retail,manager,0,0,0,0,0,0,1,0,repair,275689,244487,21.2,32593,0.489,none,1,1,0,0,private,112,0.0
married,68,1,119268,salary,99503,0.51,275899,0,1,3,1,25,0,1,1840,11,restaurants,1,1,0,private,retail,specialist,15,0,0,1,531351,1,1,0,car,468494,389259,26.7,30050,0.252,none,0,1,0,0,mass,177,2.0
single,62,0,64892,business,32429,0.44,60135,1,1,3,5,48,0,0,1668,11,utilities,1,0,1,private,manufacturing,specialist,18,0,0,0,0,1,0,1,refinancing,555376,404945,22.3,3000,0.046,none,0,1,0,0,mass_premium,102,1.0
married,85,0,116498,salary,59288,0.25,175318,1,0,2,12,2,0,0,2301,9,travel,1,0,1,private,retail,manager,7,0,0,1,894289,1,0,0,refinancing,942851,885076,16.9,31882,0.274,none,1,0,1,0,mass_premium,213,1.0
single,48,0,24442,salary,21516,0.66,50528,1,1,1,0,4,2,0,2156,3,travel,0,0,0,private,manufacturing,specialist,10,0,0,0,0,0,0,1,repair,453159,378815,24.4,10121,0.414,real_estate,1,0,1,0,mass_premium,171,1.0
single,20,0,118957,self_employed,78334,0.5,175058,1,2,1,2,12,2,0,2467,1,utilities,0,0,1,private,retail,manager,14,0,0,1,1178031,1,2,0,repair,334881,217729,29.9,29856,0.251,guarantor,0,0,1,0,private,200,0.0
married,76,0,39850,self_employed,24834,0.42,70570,1,3,0,9,4,0,0,2702,6,goods,1,0,1,private,retail,specialist,11,0,0,0,0,1,1,0,repair,282920,213961,31.8,21524,0.54,none,0,1,0,1,mass,108,0.0
married,89,2,99885,salary,57521,0.16,163244,1,1,1,3,2,2,0,3968,7,utilities,1,0,0,government,IT,manager,18,0,0,0,0,1,0,0,repair,191085,189080,13.8,21388,0.214,guarantor,1,1,0,0,mass,185,0.0
single,76,0,39748,self_employed,32418,0.6,72655,1,1,1,3,5,1,0,1172,7,utilities,0,1,0,private,finance,specialist,12,0,0,1,1017188,0,1,1,repair,640851,631097,21.0,17520,0.441,none,1,1,0,0,mass_premium,126,1.0
widowed,48,2,91642,pension,52818,0.31,99944,1,4,0,6,12,0,0,3967,12,travel,1,0,0,private,IT,specialist,12,0,0,1,2909806,1,0,0,repair,491408,348374,19.4,31508,0.344,none,0,1,0,0,private,4,1.0
married,36,0,36309,business,20989,0.64,64730,1,2,2,7,0,0,0,6932,6,utilities,0,0,1,private,medicine,specialist,3,0,0,0,0,1,1,0,emergency,348860,294336,14.1,8497,0.234,none,0,0,0,0,mass,153,0.0
married,77,0,106276,self_employed,49064,0.2,263389,0,1,3,4,11,0,0,6945,8,restaurants,0,0,0,private,medicine,manager,11,0,0,1,508842,1,0,0,car,446389,437698,17.5,10944,0.103,none,0,1,1,0,premium,83,1.0
married,68,0,99583,pension,65760,0.13,112490,1,4,2,2,23,1,0,835,5,goods,1,0,0,private,finance,specialist,15,0,0,1,1791108,1,1,0,emergency,482041,475143,19.0,3870,0.039,car,0,0,0,0,mass_premium,54,1.0
single,61,2,48975,business,42210,0.36,44754,1,3,1,11,44,1,0,3546,10,goods,1,0,1,government,manufacturing,manager,11,0,0,1,1314342,1,0,0,car,514465,382761,24.1,18246,0.373,none,1,0,0,1,mass_premium,111,1.0
married,110,1,90232,self_employed,79293,0.15,132284,1,0,1,12,2,0,0,1829,8,utilities,1,0,1,private,finance,specialist,21,0,0,0,0,1,0,0,emergency,106713,97838,29.3,4407,0.049,none,0,1,1,0,premium,151,0.0
married,41,1,103160,pension,92612,0.14,148180,1,3,4,6,13,2,1,1856,5,goods,0,0,1,government,construction,specialist,23,0,0,1,2177459,0,2,0,refinancing,175829,152451,25.4,8604,0.083,none,1,0,0,0,mass,107,2.0
single,109,0,37683,business,23986,0.53,38201,0,2,1,30,1,1,0,1175,9,goods,1,0,0,individual_entrepreneur,medicine,manager,31,0,0,0,0,1,1,0,car,305964,235668,15.2,25179,0.668,none,1,1,1,0,mass,11,0.0
single,65,1,33809,salary,26623,0.25,59892,1,3,3,29,2,1,1,4481,7,travel,0,0,1,private,education,specialist,0,0,0,1,770134,1,2,0,car,250678,192144,23.8,31524,0.932,none,0,0,0,0,private,191,2.0
married,20,0,32504,salary,21981,0.48,50183,0,1,4,57,10,0,0,7040,8,utilities,1,0,0,private,construction,specialist,6,0,0,0,0,0,0,0,education,733146,454539,23.4,3000,0.092,none,0,1,1,0,private,197,1.0
married,60,1,27544,salary,18564,0.44,61222,1,0,1,11,17,0,0,1215,3,goods,1,0,0,private,construction,specialist,19,0,0,1,943320,1,1,0,education,229556,142398,27.7,6044,0.219,none,1,1,0,0,mass,2,0.0
single,88,1,32336,salary,25969,0.18,49119,1,3,0,16,0,1,1,10163,5,goods,1,0,0,self_employed,finance,top_manager,4,0,0,1,369522,1,0,0,education,499249,449515,21.2,3000,0.093,car,0,0,0,0,mass,111,2.0
married,55,1,102367,self_employed,83703,0.33,253422,0,1,2,56,4,1,0,1722,11,restaurants,1,0,1,private,retail,specialist,12,1,0,0,0,1,1,1,refinancing,382813,347211,30.7,18155,0.177,real_estate,0,0,0,1,mass,55,1.0
married,28,1,89524,salary,36695,0.14,190305,1,0,2,31,20,1,0,6179,5,travel,0,0,1,private,medicine,manager,18,1,138962,1,1461175,1,0,1,car,364457,313646,25.3,7574,0.085,guarantor,0,1,0,0,mass_premium,10,1.0
divorced,60,1,20000,self_employed,17427,0.35,32573,1,1,1,23,14,1,0,1701,13,utilities,1,0,1,self_employed,education,specialist,11,1,177445,1,685558,0,1,1,refinancing,144467,108719,17.7,22909,1.145,car,0,0,1,0,mass,213,0.0
married,43,0,52144,pension,42314,0.21,90664,0,0,2,27,0,0,0,3956,9,goods,1,0,0,individual_entrepreneur,retail,manager,26,0,0,1,1870649,0,2,1,car,286700,187869,30.1,7911,0.152,none,1,0,0,0,premium,187,0.0
single,77,0,29475,salary,22417,0.16,67010,0,1,0,14,5,1,0,4064,9,travel,0,0,1,self_employed,manufacturing,specialist,13,0,0,1,1268414,1,1,0,emergency,623099,384917,14.8,20869,0.708,none,0,1,1,0,mass_premium,2,1.0
divorced,84,0,100153,salary,82727,0.29,211929,1,1,1,32,5,1,0,3090,9,restaurants,1,0,0,government,IT,specialist,14,0,0,1,635466,0,0,0,emergency,318706,235590,20.7,14211,0.142,none,0,1,1,0,private,152,0.0
married,38,1,54262,salary,36281,0.1,104082,1,2,2,31,10,1,0,5922,5,goods,1,0,0,individual_entrepreneur,education,specialist,3,1,0,0,0,0,2,0,repair,99847,63590,13.4,15966,0.294,none,0,1,0,0,mass,53,0.0
married,47,0,20000,salary,15732,0.55,25071,0,1,1,13,0,0,0,723,15,goods,1,0,0,self_employed,IT,specialist,15,0,0,1,1599047,1,1,0,refinancing,499740,319123,15.5,9815,0.491,none,0,1,1,0,mass_premium,19,1.0
single,83,2,75955,salary,53117,0.19,113749,1,2,2,6,4,0,0,3661,11,goods,1,1,1,private,construction,specialist,0,0,0,1,3532341,1,0,0,car,309606,224431,24.9,16059,0.211,real_estate,0,0,0,0,mass,71,0.0
divorced,43,0,91227,salary,61255,0.48,195062,1,2,3,10,23,1,0,467,3,utilities,1,0,1,private,IT,specialist,20,0,0,0,0,1,1,0,emergency,233983,172123,16.6,7454,0.082,none,0,0,1,0,mass,2,0.0
divorced,37,1,36620,self_employed,18522,0.6,68358,1,1,5,0,0,1,0,2305,11,goods,1,0,0,government,manufacturing,manager,4,0,0,1,2941536,1,1,0,education,294801,239013,21.9,7472,0.204,real_estate,1,1,1,0,mass_premium,29,0.0
single,35,0,60727,salary,50021,0.65,147326,0,2,1,51,1,0,0,710,8,utilities,1,0,1,individual_entrepreneur,education,specialist,7,0,0,0,0,0,0,0,emergency,971453,682482,18.9,3000,0.049,none,0,1,1,1,premium,116,1.0
married,73,0,38416,salary,32343,0.43,87738,1,0,4,6,9,1,0,4067,8,goods,1,1,1,government,finance,specialist,2,0,0,1,200000,1,0,0,car,734187,635388,30.2,29121,0.758,car,1,1,1,0,mass,214,1.0
single,72,0,113541,salary,100551,0.57,173270,1,1,0,11,4,0,0,2652,4,utilities,1,0,0,government,medicine,specialist,9,0,0,0,0,1,0,1,emergency,365977,232336,29.2,25387,0.224,none,1,1,0,1,private,211,0.0
married,47,1,54902,self_employed,25266,0.37,71344,1,0,0,27,0,0,1,2515,8,goods,1,0,0,private,IT,specialist,21,0,0,1,200000,1,1,0,repair,454940,436797,28.2,7325,0.133,none,0,1,0,0,mass,5,2.0
married,65,0,44735,salary,24415,0.39,45223,0,0,1,2,2,0,0,2741,9,utilities,1,1,0,private,construction,manager,19,0,0,1,487829,1,1,0,car,348051,278983,13.5,27955,0.625,real_estate,0,0,0,0,mass_premium,80,0.0
married,103,0,68203,salary,50654,0.43,101824,1,2,0,35,8,0,0,109,17,travel,1,0,0,private,education,manager,11,0,0,1,891051,1,0,0,car,850489,786335,20.7,8999,0.132,none,0,0,0,0,mass_premium,155,1.0
married,40,0,62735,salary,51920,0.5,74363,1,0,2,2,17,0,0,5611,4,restaurants,0,0,1,private,education,specialist,10,0,0,1,2442047,1,1,0,car,170566,114805,17.9,7792,0.124,none,1,1,1,0,private,227,0.0
single,20,1,94097,business,72986,0.5,77949,1,1,1,1,10,0,0,6506,9,goods,0,0,0,private,medicine,specialist,14,0,0,0,0,1,1,1,car,57329,53666,31.1,4398,0.047,car,0,0,0,0,mass,55,0.0
married,76,1,112561,pension,70665,0.57,116496,0,1,3,18,0,1,0,3308,10,restaurants,1,0,0,government,medicine,manager,14,0,0,0,0,1,0,0,emergency,237514,178137,28.6,15792,0.14,none,1,0,1,1,mass,194,0.0
married,62,2,112826,salary,86084,0.47,177150,1,2,0,7,2,0,0,2982,15,utilities,1,0,0,private,IT,specialist,4,1,409386,0,0,1,1,0,repair,703127,481241,26.3,34609,0.307,real_estate,0,0,0,0,mass_premium,135,1.0
married,47,2,56633,self_employed,24695,0.63,131224,0,0,0,6,1,0,0,2456,10,travel,1,0,1,government,finance,manager,19,0,0,0,0,1,1,0,repair,290136,187281,15.6,10108,0.178,none,1,1,0,0,mass,131,0.0
divorced,81,0,80678,salary,58997,0.53,108562,0,2,1,9,6,1,0,6003,6,goods,0,0,0,self_employed,retail,specialist,10,1,42232,1,1561002,1,2,0,repair,280088,265427,15.8,15574,0.193,guarantor,1,1,0,0,private,35,0.0
single,85,0,122097,self_employed,49327,0.66,189238,0,2,4,8,3,1,0,6270,5,goods,1,1,0,private,medicine,manager,6,1,218636,1,2110889,1,0,1,refinancing,349891,278052,22.1,20029,0.164,car,0,1,0,0,mass,135,0.0
married,20,3,123444,salary,52312,0.55,179354,1,0,1,1,8,0,0,3007,4,restaurants,1,0,1,individual_entrepreneur,medicine,specialist,9,0,0,1,329913,1,1,0,repair,583936,498445,12.9,16486,0.134,car,0,1,1,0,premium,201,1.0
