marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months
married,54,1,62942,salary,36702,0.346,194423,0,3,3,0,0,0,0,5401,36,goods,1,0,0,public,retail,specialist,9,0,0,0,0,1,1,0,car,352477,352477,13.3,8963,0.142,car,0,0,0,0,mass,52
single,79,2,93398,salary,65310,0.366,162351,1,3,4,0,0,0,0,10147,16,utilities,1,0,1,private,education,specialist,18,0,0,1,1012185,1,1,0,refinancing,445968,445968,17.2,11364,0.122,none,0,0,1,0,mass_premium,58
married,95,4,172008,salary,158247,0.574,271567,1,0,1,27,9,5,0,10058,27,utilities,1,1,1,private,IT,manager,26,0,0,0,0,1,1,1,mortgage,3326203,3326203,13.8,43383,0.252,real_estate,1,1,1,1,premium,188
single,82,1,132657,salary,104176,0.434,332329,1,1,1,0,0,0,0,15825,21,utilities,0,1,0,private,retail,specialist,35,0,0,0,0,0,0,0,car,884866,884866,15.5,21046,0.159,car,1,0,1,0,mass_premium,61
married,89,3,166605,salary,87040,0.342,420986,1,3,4,0,0,0,0,8255,51,travel,1,1,0,public,retail,top_manager,13,0,0,0,0,1,1,0,repair,794541,794541,15.5,26591,0.16,none,0,1,0,1,premium,38
married,83,3,172523,salary,141646,0.409,457582,1,1,1,0,0,0,0,13074,35,goods,1,0,1,private,manufacturing,manager,33,0,0,1,1574245,0,0,0,refinancing,758852,758852,18.5,21040,0.122,car,0,1,1,1,premium,53
divorced,45,0,92579,salary,47513,0.309,235745,1,0,1,0,0,0,0,10250,23,goods,1,0,0,self_employed,retail,specialist,17,0,0,1,586352,0,0,0,repair,363992,363992,13.0,11990,0.13,guarantor,0,0,1,0,mass_premium,37
widowed,74,1,155144,salary,80266,0.315,331718,1,1,3,0,0,0,0,11439,29,goods,1,0,0,private,finance,specialist,32,0,0,1,1198308,1,1,0,car,862837,862837,13.2,20709,0.133,car,1,1,1,1,premium,56
divorced,61,0,138681,salary,39485,0.261,293604,1,2,2,0,0,0,0,8156,36,travel,1,0,1,private,finance,manager,6,0,0,1,1208376,0,0,0,mortgage,2419743,2419743,7.7,22318,0.161,real_estate,0,1,1,0,mass_premium,187
married,113,4,128680,business,101571,0.382,157904,1,2,4,33,18,3,0,4934,32,travel,1,1,1,individual_entrepreneur,finance,specialist,20,0,0,1,1965638,0,0,0,repair,428197,428197,17.1,13612,0.106,real_estate,0,0,0,0,mass_premium,42
single,30,1,72663,salary,44140,0.354,144761,1,3,3,0,0,0,0,10340,14,restaurants,0,0,0,private,IT,junior,0,0,0,0,0,0,0,0,repair,276715,276715,13.0,10284,0.142,none,0,1,0,0,mass_premium,32
married,57,1,64401,self_employed,42877,0.389,154047,1,4,1,0,0,0,0,7702,20,utilities,0,0,0,self_employed,education,specialist,4,0,0,1,1069477,0,0,0,car,367326,367326,17.1,10053,0.156,car,0,0,0,0,mass,52
divorced,64,2,130780,salary,98297,0.48,233157,1,2,4,0,0,0,0,12953,18,goods,1,0,0,public,retail,manager,22,0,0,1,1868106,0,0,0,car,981337,981337,14.5,28398,0.217,car,0,0,1,0,mass_premium,45
divorced,72,1,58595,business,45643,0.418,101023,0,1,2,0,0,0,0,3886,26,utilities,1,0,1,individual_entrepreneur,manufacturing,specialist,6,1,13173,1,379092,0,0,0,refinancing,244828,244828,20.8,8531,0.146,none,0,0,0,0,mass,40
married,40,0,122866,pension,67290,0.296,274965,0,4,3,0,0,0,0,8332,33,restaurants,1,0,0,private,medicine,manager,18,1,99581,1,2013305,1,1,1,consumer,288859,288859,12.7,12772,0.104,guarantor,0,0,0,0,mass_premium,26
widowed,46,0,101377,self_employed,73154,0.38,281688,1,2,3,0,0,0,0,7413,38,utilities,1,0,0,private,education,specialist,24,0,0,0,0,1,1,0,consumer,234109,234109,16.3,12883,0.127,guarantor,1,0,0,0,mass_premium,21
married,49,1,101688,salary,58134,0.354,216216,1,1,3,0,0,0,0,5544,39,goods,1,0,0,private,manufacturing,specialist,12,0,0,1,644167,1,1,0,consumer,246086,246086,10.3,15615,0.154,none,0,1,1,0,mass_premium,17
married,87,3,45237,salary,41618,0.503,108832,1,3,5,0,0,0,0,3109,35,goods,1,0,0,private,medicine,specialist,8,0,0,0,0,0,0,0,repair,208728,208728,17.3,8192,0.181,guarantor,0,0,1,0,mass,32
single,51,0,71052,salary,40512,0.362,59875,1,4,1,0,0,0,0,1871,32,travel,1,0,1,private,transport,manager,10,0,0,1,678035,0,0,0,car,387252,387252,14.3,11570,0.163,car,0,0,1,0,mass_premium,43
married,88,2,70437,business,46356,0.41,172714,0,1,1,0,0,0,0,7196,24,utilities,1,0,0,private,medicine,specialist,6,1,64639,0,0,0,0,0,car,340306,340306,15.2,12687,0.18,car,0,1,0,0,mass_premium,33
divorced,60,0,122898,salary,72866,0.393,133367,1,5,6,0,0,0,0,4302,31,restaurants,1,0,1,public,medicine,manager,13,0,0,1,2067936,1,1,1,car,751958,751958,11.6,22755,0.185,car,1,1,1,0,mass_premium,40
married,62,1,135636,salary,66541,0.354,308673,1,3,3,0,0,0,0,17148,18,goods,1,1,1,self_employed,manufacturing,manager,14,0,0,1,2413084,0,0,0,car,911492,911492,13.5,24681,0.182,car,0,1,0,0,mass_premium,48
single,21,0,126784,salary,61012,0.283,234674,1,0,2,0,0,0,0,8692,27,utilities,1,0,1,self_employed,manufacturing,manager,16,0,0,0,0,0,0,0,refinancing,562971,562971,12.0,14579,0.115,none,0,1,1,0,mass_premium,49
divorced,48,1,149397,salary,116783,0.447,286784,1,3,4,0,0,0,0,11030,26,travel,0,1,0,private,medicine,specialist,37,0,0,1,2102290,0,0,0,consumer,417570,417570,14.0,25848,0.173,none,0,1,1,1,premium,18
married,60,2,76827,salary,70681,0.496,143493,0,4,5,0,0,0,0,5979,24,utilities,1,0,1,private,manufacturing,specialist,6,0,0,1,671208,0,0,0,consumer,254489,254489,19.4,13335,0.174,real_estate,0,1,1,0,mass_premium,23
divorced,60,0,146799,salary,93630,0.389,243995,1,0,2,0,0,0,0,7394,33,goods,1,0,0,private,transport,manager,34,0,0,0,0,0,0,0,repair,704239,704239,14.7,24298,0.166,none,0,0,1,1,premium,36
married,90,2,69073,self_employed,63547,0.528,114142,1,1,0,0,0,0,0,3936,29,travel,1,0,0,self_employed,manufacturing,specialist,7,0,0,1,766371,0,0,0,repair,313096,313096,18.3,14240,0.206,none,0,1,0,0,mass,27
divorced,66,1,93989,salary,71994,0.511,119297,1,5,6,0,0,0,0,3139,38,goods,1,1,1,public,medicine,specialist,20,0,0,1,1494205,0,0,0,mortgage,2010259,2010259,11.1,22856,0.243,real_estate,0,0,1,0,mass_premium,182
married,88,0,128605,salary,72592,0.29,280957,1,4,4,0,0,0,0,8263,34,goods,0,0,0,public,IT,specialist,33,0,0,1,1654106,1,2,1,consumer,326191,326191,13.9,11952,0.093,guarantor,1,0,0,0,mass_premium,33
married,61,1,195083,self_employed,149671,0.437,437947,1,5,6,0,0,0,0,14598,30,goods,1,0,1,private,retail,top_manager,30,0,0,1,2128222,0,0,0,repair,812897,812897,17.5,32779,0.168,guarantor,0,0,1,1,premium,31
married,117,3,83265,self_employed,76604,0.513,125990,1,1,1,0,0,0,0,6999,18,utilities,0,0,1,private,education,specialist,10,0,0,0,0,0,0,0,refinancing,389712,389712,22.3,15906,0.191,none,0,1,0,0,mass_premium,33
married,50,1,150170,self_employed,93164,0.344,189580,1,0,1,0,0,0,0,9978,19,utilities,1,1,1,self_employed,finance,manager,25,0,0,0,0,0,0,0,repair,466546,466546,16.3,19030,0.127,guarantor,1,1,0,1,premium,30
married,86,2,135405,salary,75307,0.571,191687,0,1,1,0,0,0,0,3617,53,goods,1,0,1,private,medicine,manager,18,0,0,0,0,1,1,0,consumer,480052,480052,13.2,50958,0.376,none,0,1,0,0,mass_premium,10
married,66,1,102143,pension,83765,0.434,187772,1,5,7,0,0,0,0,4367,43,restaurants,1,0,0,private,IT,specialist,14,0,0,1,1285189,1,2,0,consumer,335999,335999,19.1,14969,0.147,none,0,0,0,0,mass_premium,28
married,58,0,140535,salary,81626,0.393,256069,1,2,1,0,0,0,0,6097,42,utilities,1,0,1,private,finance,manager,24,0,0,0,0,0,0,0,refinancing,574334,574334,17.2,26609,0.189,none,0,0,0,1,premium,26
married,74,2,125296,salary,78286,0.343,233146,1,4,5,0,0,0,0,7521,31,utilities,1,0,1,public,medicine,specialist,40,0,0,0,0,1,1,0,education,472853,472853,15.9,15595,0.124,guarantor,0,0,1,0,mass_premium,39
married,46,1,133150,salary,68559,0.275,204571,1,1,1,0,0,0,0,7054,29,travel,1,1,1,private,IT,junior,22,1,37833,1,2191408,1,2,0,consumer,320947,320947,8.4,12657,0.095,guarantor,1,1,0,0,mass_premium,28
married,89,2,103013,salary,94772,0.58,111916,1,5,5,29,13,3,0,2798,40,utilities,1,0,0,private,medicine,specialist,23,0,0,1,982524,0,0,0,repair,392709,392709,19.4,26601,0.258,none,0,0,0,0,mass_premium,17
married,44,0,116184,salary,50961,0.288,206694,1,0,0,0,0,0,0,6890,30,goods,1,0,1,private,education,specialist,25,0,0,1,1291844,1,1,0,car,636749,636749,12.3,15645,0.135,car,0,0,1,0,mass_premium,53
single,71,0,66577,salary,44865,0.388,118111,1,2,2,0,0,0,0,2316,51,utilities,1,0,1,private,IT,junior,0,0,0,1,1080406,0,0,0,refinancing,347217,347217,14.8,10101,0.152,none,0,1,1,0,mass,45
married,60,1,140259,salary,86921,0.467,254455,1,4,4,0,0,0,0,12723,20,goods,1,0,0,private,manufacturing,manager,23,0,0,1,2067383,0,0,1,mortgage,3169880,3169880,10.6,35039,0.25,real_estate,0,1,0,1,premium,182
married,60,0,46046,self_employed,42362,0.422,98902,0,1,1,0,0,0,0,8242,12,goods,1,0,0,private,education,specialist,6,0,0,0,0,0,0,0,consumer,117946,117946,18.9,4610,0.1,none,0,0,0,0,mass,33
married,90,2,88265,salary,81204,0.468,158725,1,4,4,0,0,0,0,4409,36,goods,1,0,0,private,manufacturing,specialist,8,0,0,1,1048080,0,0,0,consumer,206137,206137,15.5,12910,0.146,guarantor,1,1,1,0,mass_premium,18
divorced,80,0,188426,self_employed,93282,0.354,198731,0,2,1,0,0,0,0,7098,28,goods,1,0,0,private,transport,manager,42,0,0,0,0,1,2,0,repair,678736,678736,14.7,34046,0.181,guarantor,1,1,0,1,premium,23
married,75,2,84667,business,61765,0.36,144956,1,3,0,0,0,0,0,3815,38,travel,1,0,1,private,transport,manager,14,1,78501,1,1124882,0,0,0,repair,256761,256761,19.0,8876,0.105,real_estate,0,0,0,0,mass_premium,39
married,55,2,75427,salary,62206,0.405,137095,1,2,2,0,0,0,0,5961,23,goods,1,0,1,private,manufacturing,manager,5,0,0,0,0,1,2,0,education,265985,265985,20.7,8806,0.117,none,0,0,0,0,mass_premium,43
married,69,2,150274,salary,106515,0.357,404709,1,1,2,0,0,0,0,11903,34,goods,1,0,0,private,finance,manager,28,0,0,0,0,1,1,0,consumer,387359,387359,14.0,16301,0.108,none,0,0,1,1,premium,28
married,86,2,96526,business,63014,0.362,171494,1,1,3,0,0,0,0,5716,30,travel,1,0,1,individual_entrepreneur,education,specialist,6,1,18438,0,0,0,0,0,refinancing,356707,356707,16.6,12929,0.134,none,0,1,1,0,mass_premium,35
married,88,3,86934,salary,77319,0.452,130812,1,2,2,0,0,0,0,3115,42,goods,1,0,1,private,retail,specialist,8,0,0,1,1405054,0,0,0,consumer,230609,230609,16.9,12258,0.141,none,0,1,1,0,mass_premium,22
divorced,72,1,169443,salary,98934,0.317,400672,1,3,5,0,0,0,0,9772,41,travel,1,1,1,private,finance,manager,29,0,0,1,1507752,0,0,0,repair,502088,502088,15.1,19159,0.113,none,0,0,1,1,premium,32
single,58,1,129259,salary,58062,0.374,343160,1,0,0,0,0,0,0,11833,29,goods,1,1,0,private,education,manager,13,0,0,0,0,0,0,0,consumer,458415,458415,12.4,28037,0.217,guarantor,1,1,1,0,mass_premium,18
single,51,0,20741,salary,16178,0.449,42108,1,0,0,0,0,0,0,1108,38,goods,1,0,1,private,transport,junior,0,1,11434,1,250000,0,0,0,refinancing,87950,87950,19.8,3648,0.176,none,0,0,1,0,mass,31
divorced,59,0,112168,salary,81284,0.425,223240,1,4,4,0,0,0,0,8268,27,goods,0,0,1,private,retail,specialist,23,0,0,0,0,0,0,0,education,411226,411226,14.9,19236,0.171,none,0,1,1,0,mass_premium,25
divorced,52,0,109347,self_employed,56896,0.32,150753,1,2,1,0,0,0,0,3769,40,travel,1,1,0,self_employed,IT,junior,15,0,0,1,759839,1,2,0,repair,366138,366138,14.9,15119,0.138,none,0,0,0,0,mass_premium,29
single,34,0,156609,salary,85748,0.323,364062,1,1,1,0,0,0,0,16548,22,goods,0,0,1,private,finance,specialist,36,0,0,1,2809333,1,1,0,refinancing,570218,570218,14.7,20611,0.132,none,0,0,1,1,premium,34
single,47,0,50636,salary,28722,0.388,24505,0,5,4,0,0,0,0,533,46,restaurants,1,0,0,private,manufacturing,specialist,9,0,0,1,649160,0,0,0,car,306797,306797,18.0,9579,0.189,car,0,0,1,0,mass,44
divorced,52,0,147845,salary,93683,0.419,333460,1,1,1,0,0,0,0,7249,46,travel,1,1,1,private,medicine,manager,27,0,0,1,1766752,1,1,1,consumer,332932,332932,9.4,29174,0.197,none,0,1,1,1,premium,12
married,54,1,137107,salary,107773,0.425,245591,1,4,4,0,0,0,0,12926,19,goods,0,1,1,public,finance,junior,35,0,0,1,1482611,1,1,1,consumer,394861,394861,14.8,20611,0.15,none,0,1,1,0,mass_premium,22
single,38,1,75950,salary,41044,0.296,149472,1,1,0,25,17,1,0,7118,21,goods,0,0,0,private,education,specialist,4,1,39106,0,0,0,0,0,consumer,209778,209778,16.2,8113,0.107,none,0,1,0,0,mass_premium,32
divorced,38,1,107537,salary,73898,0.421,159049,1,2,2,0,0,0,0,4186,38,utilities,1,0,0,private,finance,specialist,11,0,0,1,1380059,1,1,1,car,604858,604858,15.5,19446,0.181,car,0,1,0,0,mass_premium,40
married,44,0,92057,salary,60087,0.323,229217,1,1,2,0,0,0,0,8816,26,travel,1,0,0,private,manufacturing,junior,22,0,0,0,0,1,1,0,education,270634,270634,15.6,8723,0.095,none,0,0,1,0,mass_premium,40
single,73,1,75167,salary,45205,0.606,137886,0,1,3,0,0,0,0,4448,31,utilities,1,0,0,private,education,specialist,11,0,0,0,0,0,0,0,repair,337340,226043,13.6,29712,0.395,none,0,1,0,0,mass_premium,8
divorced,36,0,123571,salary,79399,0.374,204399,1,1,3,0,0,0,0,5110,40,travel,1,0,0,private,manufacturing,manager,20,0,0,1,888237,0,0,0,car,629186,629186,14.1,18390,0.149,car,0,0,0,0,mass_premium,44
single,34,0,111386,business,80407,0.467,190170,1,1,0,0,0,0,0,5433,35,restaurants,1,0,0,individual_entrepreneur,medicine,specialist,14,1,96735,0,0,1,1,0,car,866750,866750,11.6,23832,0.214,car,1,0,0,0,mass_premium,45
single,46,0,112255,salary,89860,0.424,314608,1,1,3,0,0,0,0,8503,37,goods,1,1,1,private,finance,manager,10,0,0,0,0,1,1,0,refinancing,536873,536873,17.7,16152,0.144,none,0,1,0,0,mass_premium,46
married,58,1,139526,salary,83795,0.517,353244,1,2,0,0,0,0,0,88311,4,utilities,0,0,0,public,IT,manager,15,0,0,0,0,0,0,0,car,1076203,1076203,14.3,42854,0.307,car,0,1,0,0,mass_premium,30
single,52,1,141195,business,60642,0.267,184179,1,2,3,0,0,0,0,5941,31,utilities,1,1,1,private,medicine,manager,19,1,102677,1,1659630,0,0,0,consumer,332246,332246,13.7,16502,0.117,none,0,1,0,1,premium,23
married,78,0,139124,salary,72425,0.35,282493,1,5,6,0,0,0,0,9741,29,goods,1,0,1,private,retail,manager,17,0,0,1,1437165,0,0,0,car,794073,794073,12.4,23384,0.168,car,0,1,1,0,mass_premium,42
married,102,3,103068,self_employed,94465,0.467,188576,1,3,4,0,0,0,0,3929,48,travel,1,0,1,self_employed,manufacturing,specialist,12,0,0,0,0,0,0,0,refinancing,507307,507307,20.7,15023,0.146,none,0,1,0,0,mass_premium,51
single,39,0,129276,salary,41412,0.35,282170,1,0,2,0,0,0,0,7626,37,travel,1,1,1,private,finance,specialist,11,0,0,0,0,1,2,0,repair,512660,512660,9.9,30759,0.238,guarantor,1,1,1,0,mass_premium,18
widowed,83,0,144156,business,103559,0.492,245283,1,0,2,0,0,0,0,8458,29,utilities,1,0,0,individual_entrepreneur,IT,specialist,17,1,74220,1,1254252,1,1,0,mortgage,3233666,3233666,10.1,34611,0.24,real_estate,0,1,0,1,premium,185
married,94,4,52243,salary,48064,0.518,75034,0,2,3,0,0,0,0,2501,30,utilities,1,0,0,private,manufacturing,specialist,15,0,0,1,506177,0,0,0,car,325514,325514,18.5,10250,0.196,car,0,0,1,0,mass,44
married,82,0,85434,salary,70704,0.451,72246,1,1,1,0,0,0,0,2007,36,utilities,1,0,0,private,manufacturing,junior,13,0,0,1,906594,0,0,0,repair,412042,412042,16.9,13805,0.162,none,0,1,1,0,mass_premium,39
widowed,18,0,70159,salary,41739,0.458,134615,1,4,3,0,0,0,0,2864,47,goods,1,0,0,public,retail,specialist,21,0,0,0,0,0,0,0,mortgage,1546529,1546529,10.5,17528,0.25,real_estate,1,0,1,0,mass_premium,170
single,49,0,45582,salary,28548,0.367,85237,0,2,2,0,0,0,0,2583,33,goods,1,0,0,public,education,specialist,0,0,0,0,0,0,0,0,repair,166672,166672,13.2,6744,0.148,none,0,0,1,0,mass,29
single,49,0,119812,business,82985,0.587,288015,1,2,3,0,0,0,1,11521,25,utilities,1,0,1,individual_entrepreneur,transport,manager,9,1,92258,1,1093629,0,0,0,car,942997,942997,14.8,41269,0.344,car,0,1,0,0,mass_premium,27
single,47,0,119430,salary,57895,0.367,186698,0,1,1,0,0,0,0,5046,37,utilities,1,0,0,private,transport,manager,16,0,0,0,0,0,0,0,consumer,449704,449704,10.6,23549,0.197,guarantor,0,1,0,0,mass_premium,21
divorced,18,0,91932,salary,63666,0.343,246154,1,3,2,0,0,0,0,6154,40,goods,1,0,1,public,finance,specialist,9,0,0,0,0,0,0,0,education,279706,279706,15.9,9235,0.1,none,0,1,1,0,mass_premium,39
married,84,3,166907,salary,153555,0.496,269960,1,3,3,0,0,0,0,9309,29,utilities,0,0,1,public,education,manager,35,0,0,1,2986011,0,0,0,repair,567222,567222,20.4,28977,0.174,guarantor,0,1,1,1,premium,24
divorced,22,0,62913,salary,45160,0.417,126598,0,2,1,0,0,0,0,4365,29,goods,1,0,0,public,retail,specialist,14,0,0,1,586759,0,0,0,consumer,175171,175171,15.4,10451,0.166,none,0,1,1,0,mass,19
married,91,2,104659,salary,74636,0.356,214835,1,2,0,0,0,0,0,6930,31,utilities,1,0,1,private,education,junior,16,0,0,1,1020391,1,1,0,education,377214,377214,16.8,11183,0.107,none,0,1,1,0,mass_premium,46
married,59,0,128743,business,87821,0.375,186261,0,3,3,0,0,0,0,4332,43,travel,1,0,0,individual_entrepreneur,medicine,specialist,15,1,37442,1,1991890,0,0,0,consumer,414656,414656,17.1,17564,0.136,none,0,1,0,0,mass_premium,29
single,47,0,85837,salary,38349,0.345,113957,0,1,0,0,0,0,0,2234,51,utilities,1,0,0,public,education,specialist,14,0,0,1,1082240,0,0,0,repair,327460,327460,13.1,16169,0.188,guarantor,0,1,1,0,mass_premium,23
divorced,57,0,104054,salary,56080,0.356,252102,1,0,1,0,0,0,0,7415,34,restaurants,1,0,0,private,IT,specialist,4,0,0,1,1814023,0,0,0,mortgage,1876287,1876287,7.7,17404,0.167,real_estate,1,1,1,0,mass_premium,185
married,57,0,93042,salary,54989,0.438,171828,1,0,0,0,0,0,1,7471,23,goods,1,0,0,public,manufacturing,specialist,17,0,0,1,1667312,1,1,0,mortgage,2065631,2065631,9.6,21514,0.231,real_estate,1,1,0,0,mass_premium,184
single,39,0,96657,salary,71493,0.603,118675,1,5,5,0,0,0,0,4395,27,goods,1,0,0,private,manufacturing,specialist,10,0,0,0,0,0,0,0,consumer,340509,340509,14.5,33245,0.344,none,0,1,1,0,mass_premium,11
married,55,0,140880,salary,60761,0.259,300760,1,2,2,0,0,0,0,9702,31,goods,1,1,0,private,IT,specialist,14,0,0,0,0,0,0,0,repair,517653,517653,8.2,15172,0.108,guarantor,1,1,1,1,premium,39
single,50,0,71360,salary,41544,0.382,123347,1,1,0,0,0,0,0,4253,29,travel,1,0,0,private,finance,specialist,0,0,0,0,0,0,0,0,consumer,219542,219542,11.7,12712,0.178,none,0,1,1,0,mass_premium,19
married,66,0,120023,salary,68948,0.322,230806,1,0,2,0,0,0,0,7213,32,goods,1,0,1,public,IT,manager,3,0,0,0,0,0,0,0,education,488416,488416,17.2,14570,0.121,none,0,1,0,0,mass_premium,46
single,38,1,155530,salary,71955,0.317,220884,1,1,0,0,0,0,0,7363,30,utilities,1,0,0,private,retail,specialist,35,0,0,0,0,0,0,0,consumer,567027,567027,12.4,24186,0.156,none,0,1,1,1,premium,27
divorced,49,1,128993,salary,107819,0.52,304127,0,2,3,0,0,0,0,8945,34,utilities,1,0,0,public,transport,specialist,23,1,54881,0,0,1,1,0,repair,588035,588035,14.0,29305,0.227,guarantor,1,1,1,0,mass_premium,23
widowed,28,0,129345,self_employed,82521,0.411,222313,1,1,1,0,0,0,0,9263,24,travel,0,0,1,self_employed,retail,specialist,33,0,0,0,0,0,0,0,car,854008,854008,13.4,24258,0.188,car,1,1,0,0,mass_premium,45
married,75,1,133258,self_employed,122598,0.418,215823,1,3,2,0,0,0,0,6166,35,restaurants,1,0,1,self_employed,manufacturing,specialist,33,0,0,0,0,1,1,0,consumer,395416,395416,15.9,12793,0.096,none,0,0,0,0,mass_premium,40
widowed,54,0,144159,business,99855,0.474,299733,0,0,0,0,0,0,0,11528,26,goods,1,0,1,individual_entrepreneur,finance,specialist,22,1,69268,0,0,0,0,0,repair,643605,643605,14.0,33337,0.231,none,0,1,0,1,premium,22
married,69,1,84945,salary,78150,0.511,160224,1,2,3,0,0,0,0,5722,28,goods,1,0,0,private,medicine,specialist,11,0,0,1,1385398,1,1,0,repair,332531,332531,14.8,16097,0.189,none,0,1,1,0,mass_premium,24
married,58,1,89115,pension,54335,0.318,253398,1,2,2,0,0,0,0,6668,38,utilities,1,0,0,individual_entrepreneur,transport,specialist,4,0,0,1,1388199,1,1,0,repair,274586,274586,13.8,9361,0.105,none,0,1,0,0,mass_premium,36
divorced,35,1,123706,salary,53393,0.293,256380,0,0,0,0,0,0,0,8012,32,utilities,1,0,0,private,medicine,specialist,31,0,0,1,1718019,1,2,0,car,662040,662040,12.5,17587,0.142,car,0,0,0,0,mass_premium,48
married,68,1,170904,salary,126386,0.367,337990,1,4,3,0,0,0,0,8047,42,goods,1,0,1,private,IT,manager,21,0,0,1,2920371,1,1,1,consumer,509097,509097,16.9,18525,0.108,none,0,0,1,1,premium,35
divorced,52,0,233499,self_employed,110748,0.325,507975,1,2,2,0,0,0,0,14514,35,utilities,1,0,1,individual_entrepreneur,finance,manager,42,0,0,1,4044882,0,0,0,consumer,815148,815148,12.3,37109,0.159,none,0,0,0,1,premium,25
married,72,1,102470,business,83520,0.46,123869,0,7,9,0,0,0,0,13763,9,travel,0,0,0,individual_entrepreneur,finance,specialist,9,1,51080,1,1380842,0,0,0,refinancing,570344,570344,18.4,17929,0.175,none,0,0,0,0,mass_premium,44
married,35,2,234036,business,115808,0.413,390254,1,1,0,0,0,0,0,27875,14,utilities,0,0,0,individual_entrepreneur,education,top_manager,39,1,100948,1,3485050,0,0,0,mortgage,5112223,5112223,10.1,56188,0.24,real_estate,0,1,1,1,premium,173
married,77,1,80988,salary,74509,0.498,172707,1,1,0,0,0,0,0,5955,29,utilities,1,0,0,private,retail,specialist,16,0,0,0,0,0,0,1,consumer,223097,223097,18.0,14238,0.176,none,0,1,1,0,mass_premium,18
married,72,0,157703,salary,73326,0.299,282524,1,2,3,0,0,0,0,9417,30,travel,1,0,1,public,finance,specialist,33,0,0,0,0,1,1,0,refinancing,797734,797734,11.2,21422,0.136,guarantor,1,0,1,1,premium,46
single,58,0,166961,self_employed,108004,0.344,435083,0,2,3,0,0,0,0,24171,18,utilities,1,0,0,private,manufacturing,manager,39,0,0,1,1842494,1,1,0,repair,558082,558082,14.7,19696,0.118,none,0,0,0,1,premium,35
single,18,0,95174,salary,52815,0.349,185879,0,2,4,0,0,0,0,9294,20,utilities,1,1,0,public,retail,specialist,9,0,0,1,595481,0,0,1,repair,350041,350041,13.9,14702,0.154,guarantor,1,1,0,0,mass_premium,28
single,65,2,125677,salary,95991,0.42,296725,1,5,5,0,0,0,0,5934,50,goods,1,0,0,private,finance,manager,9,0,0,0,0,0,0,0,car,690717,690717,15.6,19163,0.152,car,1,0,1,0,mass_premium,49
married,75,1,118236,business,78686,0.404,240276,1,1,0,0,0,0,0,6161,39,utilities,1,0,1,private,finance,junior,7,1,73945,1,1073024,0,0,0,car,691225,691225,15.3,20280,0.172,car,1,1,0,0,mass_premium,45
married,51,1,88260,salary,66550,0.376,167860,1,2,2,0,0,0,0,5246,32,utilities,1,0,0,private,transport,specialist,6,0,0,0,0,0,0,0,repair,307674,307674,14.4,9919,0.112,none,0,1,1,0,mass_premium,39
single,41,1,159811,salary,82477,0.316,214332,1,2,4,0,0,0,0,7391,29,utilities,1,0,1,self_employed,education,manager,20,0,0,0,0,0,0,0,refinancing,613063,613063,14.6,21608,0.135,guarantor,0,1,0,1,premium,35
married,87,2,72292,salary,65050,0.534,110500,1,3,1,0,0,0,0,4250,26,goods,1,0,0,private,retail,specialist,14,0,0,1,1274864,0,0,0,car,389143,389143,16.0,15827,0.219,car,0,0,1,0,mass_premium,30
widowed,31,1,94698,salary,54351,0.297,154979,1,3,1,0,0,0,0,8157,19,utilities,1,0,1,private,manufacturing,specialist,18,0,0,0,0,0,0,0,education,256684,256684,15.0,9098,0.096,none,0,0,0,0,mass_premium,35
widowed,50,0,157604,business,92446,0.327,249135,1,3,3,0,0,0,0,6733,37,utilities,1,0,1,individual_entrepreneur,IT,specialist,22,1,47043,0,0,1,2,0,repair,617105,617105,14.6,19198,0.122,none,0,1,0,1,premium,41
single,57,0,56509,salary,37161,0.352,171876,0,2,1,0,0,0,0,13221,13,restaurants,1,0,1,private,transport,specialist,0,0,0,1,806065,0,0,0,refinancing,195155,195155,16.0,6860,0.121,none,0,0,1,0,mass,36
married,65,1,109755,salary,81621,0.41,109899,1,4,4,0,0,0,0,2338,47,utilities,1,0,0,private,manufacturing,specialist,27,0,0,0,0,0,0,1,repair,410555,410555,14.5,16394,0.149,none,0,1,1,0,mass_premium,30
married,71,1,105908,salary,72167,0.389,265406,1,1,1,0,0,0,0,7372,36,goods,1,0,1,private,education,manager,10,1,21513,0,0,1,1,0,repair,372870,372870,12.5,15922,0.15,none,0,1,0,0,mass_premium,27
married,58,0,133507,salary,71969,0.358,296722,1,2,2,0,0,0,0,12363,24,goods,1,0,1,private,transport,specialist,26,0,0,0,0,1,1,0,repair,503460,503460,14.1,22579,0.169,none,0,1,1,0,mass_premium,26
divorced,69,2,191946,salary,134792,0.525,265866,1,2,1,0,0,0,0,9495,28,utilities,1,1,0,private,education,top_manager,26,0,0,1,1808840,0,0,0,refinancing,953895,953895,13.6,53576,0.279,none,0,1,1,1,premium,20
